Id,SalesPrice
1765,54657868.47
1766,51520070.61
1767,55621645.38
1768,46892373.39
1769,47516635.18
1770,42059977.85
1771,43441453.61
1772,46045268.77
1773,40435985.26
1774,60219162.71
1775,42553323.76
1776,40346983.49
1777,37568484.46
1778,42858218.08
1779,39587364.93
1780,49677055.79
1781,44611592.01
1782,35881230.43
1783,45584880.81
1784,38944460.64
1785,40843702.73
1786,45361646.39
1787,49363276.77
1788,32026201.08
1789,35350810.85
1790,33785372.26
1791,69485749.95
1792,50301597.56
1793,41889900.26
1794,40602112.86
1795,43910215.08
1796,38412040.64
1797,42983355.98
1798,40402971.56
1799,36019744.69
1800,40775906.12
1801,47346579.18
1802,41107854.03
1803,55866412.12
1804,41688131.15
1805,42651146.59
1806,47039927.02
1807,56990391.59
1808,41511461.22
1809,46590070.42
1810,49706073.98
1811,49738476.22
1812,47447902.25
1813,46158693.86
1814,36873216.86
1815,29783021.3
1816,34827791.59
1817,46431152.58
1818,55939204.02
1819,44564824.88
1820,35844682.16
1821,40550596.49
1822,47597303.39
1823,33462013.38
1824,46834393.41
1825,49016190.93
1826,44377318.28
1827,39548445.99
1828,51193155.75
1829,39547813.3
1830,52170512.85
1831,53632302.62
1832,59394642.17
1833,55021924.14
1834,45706505.12
1835,57213498.99
1836,51075848.96
1837,39909935.25
1838,45369205.77
1839,34140033.59
1840,47346166.43
1841,45348214.79
1842,40638519.77
1843,42689569.49
1844,38956984.56
1845,47886056.63
1846,43725093.16
1847,56508866.83
1848,30771176.55
1849,39899961.38
1850,41370054.34
1851,50631761.57
1852,43147354.91
1853,42069318.19
1854,41189302.29
1855,40411029.05
1856,57924876.59
1857,50069419.72
1858,55984812.11
1859,42744413.03
1860,47925715.59
1861,42443784.04
1862,73686684.01
1863,73941081.26
1864,73938680.8
1865,55968752.81
1866,58982860.94
1867,48619604.06
1868,61921169.12
1869,47928403.13
1870,48056324.84
1871,49533831.12
1872,46911291.67
1873,57117332.97
1874,41905059.44
1875,50038050.31
1876,56183736.37
1877,51846934.86
1878,50394247.59
1879,40014647.01
1880,39942966.05
1881,53675316.3
1882,62471128.8
1883,52901831.29
1884,55538336.77
1885,54228704.53
1886,60147728.37
1887,52335371.78
1888,55841772.45
1889,46734599.47
1890,42334618.1
1891,41070271.84
1892,37228869.83
1893,47500939.46
1894,52685190.89
1895,51110411.65
1896,45845396.03
1897,46935727.84
1898,44882090.94
1899,41758827.67
1900,43877486.48
1901,50307288.91
1902,48583678.65
1903,64271001.58
1904,38898259.35
1905,47283144.22
1906,47386878.22
1907,56084728.08
1908,41353040.62
1909,45573953.65
1910,44210697.4
1911,58632096.52
1912,62481499.25
1913,55360684.54
1914,31592584.96
1915,57766407.22
1916,31938080.78
1917,59050292.42
1918,41556542.3
1919,46468445.46
1920,50038030.24
1921,65579829.4
1922,56738401.19
1923,61007390.33
1924,52000426.16
1925,57285369.1
1926,64640867.9
1927,42901902.55
1928,48579850.91
1929,38075975.16
1930,38827416.68
1931,38851447.02
1932,45716295.61
1933,50952615.25
1934,51889042.2
1935,50722210.39
1936,52651351.45
1937,51493905.86
1938,47377437.42
1939,53738167.18
1940,45410780.5
1941,50487214.18
1942,54311454.62
1943,46856814.67
1944,67305807.83
1945,61919503.07
1946,46992190.32
1947,57450559.18
1948,45485826.62
1949,55415863.03
1950,47960943.51
1951,64236317.49
1952,57244891.4
1953,50484870.35
1954,57832699.96
1955,45107917.96
1956,74534794.78
1957,48437773.43
1958,69054746.71
1959,52994775.65
1960,39680999.21
1961,34675083.54
1962,43810023.08
1963,45844801.68
1964,48788433.16
1965,47110673.37
1966,41887310.67
1967,55590436.91
1968,74141801.98
1969,64641382.57
1970,76753343.59
1971,77385813.91
1972,69272094.82
1973,59822971.84
1974,66635469.96
1975,78672689.42
1976,57898724.31
1977,79515768.93
1978,71607541.82
1979,59854254.81
1980,47616776.17
1981,63568034.08
1982,49697184.43
1983,47800897.77
1984,51679575.85
1985,52895264.49
1986,53041831.22
1987,44865290.24
1988,48602567.14
1989,52905286.99
1990,58947447.21
1991,50915031.53
1992,62311700.87
1993,48185076.65
1994,65271372.12
1995,50842286.7
1996,71130685.51
1997,63195749.11
1998,65951141.48
1999,61872035.16
2000,69908667.44
2001,61319901.62
2002,53605103.43
2003,56374705.49
2004,59524169.28
2005,50689154.69
2006,47435400.51
2007,54528814.97
2008,48790907.17
2009,50099963.41
2010,52448038.93
2011,44741822.02
2012,42818661.22
2013,51204988.32
2014,54519727.89
2015,53710279.92
2016,52324584.64
2017,54167357.77
2018,36717624.05
2019,39786388.62
2020,39912387.7
2021,38555866.02
2022,50379281.53
2023,47499399.99
2024,73097920.01
2025,78332034.31
2026,44640771.2
2027,44332283.56
2028,46586243.49
2029,52562090.41
2030,57300641.43
2031,50902388.87
2032,50659732.03
2033,55761126.62
2034,50173983.77
2035,58948639.18
2036,56316786.84
2037,57104785.7
2038,58973584.72
2039,43305949.59
2040,79664611.85
2041,52635754.57
2042,55434334.64
2043,49593658.76
2044,54018736.67
2045,50390913.14
2046,50583034.33
2047,49022404.35
2048,37893848.44
2049,52190507.5
2050,51977600.75
2051,36068538.8
2052,41826782.98
2053,44450211.77
2054,37428643.56
2055,50710083.8
2056,41501317.5
2057,42778062.37
2058,61264202.4
2059,45557184.51
2060,50629228.35
2061,54760213.54
2062,43116894.39
2063,37340693.91
2064,42850798.23
2065,39397844.28
2066,52666058.05
2067,45822165.92
2068,53908039.36
2069,33040018.87
2070,42303730.62
2071,34393095.57
2072,43486454.96
2073,42469119.18
2074,47827210.04
2075,45020369.32
2076,37957520.17
2077,43549975.26
2078,40132388.06
2079,45459038.01
2080,39205987.99
2081,46062816.3
2082,54544894.81
2083,49375131.92
2084,36342020.5
2085,41833813.07
2086,38674897.8
2087,44383930.52
2088,46638680.06
2089,33785726.42
2090,47401513.82
2091,48178968.4
2092,50410405.6
2093,53052723.08
2094,40392550.47
2095,47404971.58
2096,35881474.26
2097,41159846.61
2098,48211776.13
2099,29078390.45
2100,45538870.74
2101,50699269.91
2102,47101314.88
2103,37915322.48
2104,61569716.45
2105,49092255.93
2106,40141157.06
2107,65403076.38
2108,41035306.33
2109,40496837.55
2110,42640560.39
2111,49962020.91
2112,52315916.89
2113,44319294.25
2114,44019329.76
2115,52639268.98
2116,38732163.72
2117,48692463.26
2118,45525606.29
2119,39904561.4
2120,43234398.55
2121,39187125.89
2122,42126541.34
2123,33121313.31
2124,55661191.43
2125,54762458.56
2126,49981615.6
2127,57273295.43
2128,50000484.63
2129,35122167.64
2130,49445186.57
2131,44955601.91
2132,44376727.09
2133,40387936.53
2134,43388264.06
2135,33375415.7
2136,44294483.2
2137,40734613.61
2138,42578291.13
2139,43002582.48
2140,42480902.31
2141,40482724.39
2142,44326616.25
2143,38738461.71
2144,45367348.06
2145,41490322.58
2146,43737899.92
2147,53769899.02
2148,44568367.44
2149,39154124.47
2150,50428331.75
2151,41231233.16
2152,51722881.88
2153,53145381.62
2154,39799050.31
2155,46804113.49
2156,75114622.45
2157,57989131.85
2158,60632389.4
2159,55531384.42
2160,46014404.29
2161,52423257.26
2162,71939854.43
2163,60131743.37
2164,53014662.04
2165,48086468
2166,41894185.74
2167,52675978.56
2168,55200345.56
2169,53056539.24
2170,56003971.14
2171,45350399.82
2172,42794810.07
2173,45357625.6
2174,61541452.2
2175,60897895.33
2176,59899177.29
2177,62449275.09
2178,54561872.21
2179,41386557.82
2180,58507969.56
2181,48309991.75
2182,51304375.95
2183,46167469.71
2184,44432254.77
2185,41241151.56
2186,45192881.66
2187,42815824.34
2188,47128703.24
2189,71411267.66
2190,37828990.85
2191,38243687.06
2192,38576707.32
2193,40677543.33
2194,38414882.67
2195,41540503.17
2196,39712698.13
2197,45557313.95
2198,47654537.36
2199,54037644.82
2200,45685988.26
2201,45083345.69
2202,49970428.62
2203,48959020.68
2204,56045288.3
2205,46207747.49
2206,44089114.54
2207,52948064.15
2208,58879001.56
2209,57140131.27
2210,41941586.8
2211,38898485.37
2212,41188844.42
2213,43048699.47
2214,50201708.87
2215,36340724.53
2216,58172939.68
2217,30726480.06
2218,42823204.23
2219,39092065.67
2220,37227528.69
2221,57796981.89
2222,57731313.57
2223,63368193.98
2224,54604403.74
2225,50269021.47
2226,57488765.58
2227,54050150.82
2228,53637542.66
2229,54916781.55
2230,46150716.54
2231,50331705.08
2232,50604797.82
2233,48731720.21
2234,52836979.17
2235,55900341.09
2236,56214760.63
2237,66137491.31
2238,50471575.07
2239,42242539.38
2240,47342720.25
2241,44630925.05
2242,42431974.24
2243,47746850.15
2244,41494918.53
2245,40509638.43
2246,44141080.03
2247,43716581.95
2248,39435112.2
2249,38929943.68
2250,38840686.21
2251,48570737.36
2252,54474242.93
2253,44629315.75
2254,51220628.44
2255,55318619.76
2256,50209047
2257,62950162.51
2258,43472150.99
2259,52211920.04
2260,44521660.16
2261,44165779.78
2262,48016730.37
2263,70213097.6
2264,71280247.66
2265,46577632.44
2266,54342579.52
2267,74887530.14
2268,63346714.6
2269,45223860.44
2270,51632359.65
2271,54411302.89
2272,61482860.64
2273,46208051.94
2274,51032683.21
2275,46482986.34
2276,46755852.6
2277,56478438.4
2278,47319009.23
2279,36705771.97
2280,38907756.86
2281,46717754.19
2282,48219914.85
2283,47374011.1
2284,45780208.75
2285,43214538.1
2286,41654758.24
2287,60833602.46
2288,54254975.26
2289,63585474.4
2290,76341237.22
2291,68174309.39
2292,65875798.84
2293,75890686.42
2294,74265609.59
2295,74824432.31
2296,59647676.67
2297,61929562.49
2298,58546871.64
2299,78229218.49
2300,69161781.56
2301,57880346.56
2302,55415011.91
2303,55552689.44
2304,53739587.87
2305,49517927.41
2306,49928212.38
2307,51427944.95
2308,51585538.69
2309,56529785.15
2310,47306220.12
2311,52557738.56
2312,48864727.77
2313,49351391.14
2314,47986101.17
2315,48656912.97
2316,52592822.2
2317,48506149.85
2318,49061986.11
2319,48279713.52
2320,44551808.99
2321,53750995.99
2322,45685541.22
2323,42724503.21
2324,45433080.81
2325,49491234.97
2326,45989144.1
2327,56293457.87
2328,59517190.79
2329,52816731.77
2330,52787708.84
2331,73865661.49
2332,80134633.27
2333,70706927.57
2334,66066471.24
2335,64130922.11
2336,74137772.5
2337,46401353.46
2338,54192554.36
2339,52276984.07
2340,66794967.53
2341,50344525.97
2342,53421657.77
2343,52710391.58
2344,57614259.62
2345,53905956.52
2346,45986477.92
2347,45899809.66
2348,55080418.9
2349,49539921.17
2350,57825329.32
2351,50315487.86
2352,54833243.61
2353,68149069.11
2354,42561722.54
2355,43299003.5
2356,43949985.29
2357,49899627.01
2358,55240056.47
2359,45684092.81
2360,37770288.54
2361,42777694.92
2362,69401842.89
2363,43008277.23
2364,44715267.94
2365,49763223.5
2366,43391685.98
2367,50670442.7
2368,49037194.06
2369,50818749.95
2370,52775459.28
2371,52638727.49
2372,46953152.22
2373,60833339.28
2374,65921408.85
2375,46165841.28
2376,72416108.13
2377,67556516.48
2378,41454534.51
2379,68976588.3
2380,43587824.79
2381,49136405.16
2382,50841631.56
2383,52239926.64
2384,63226888.39
2385,43982269.7
2386,42632617.65
2387,42553901.24
2388,37861385.26
2389,40310837.91
2390,41665915.33
2391,41181368.5
2392,37645094.82
2393,46286453.19
2394,43062806.82
2395,63231456.67
2396,44821918.55
2397,55259399.65
2398,38194929.3
2399,34739418.82
2400,34023860.59
2401,35861007.57
2402,44758103.38
2403,49028200.82
2404,45149960.55
2405,48030391.26
2406,41128927.22
2407,42458543.05
2408,42071515.88
2409,42654362.85
2410,54135274.59
2411,39350866.17
2412,49165916.23
2413,44003058.91
2414,42369942.4
2415,51564244.51
2416,39378030.27
2417,36587700.47
2418,36671837.87
2419,49824547.75
2420,40392994.45
2421,49808400.62
2422,38382481.51
2423,49583309.45
2424,45238146.15
2425,71475270.96
2426,47353573.74
2427,48686594.01
2428,53902310.14
2429,38697946.39
2430,41927893.86
2431,43279846.73
2432,42099092.7
2433,44871376.92
2434,45823244.56
2435,48491884.77
2436,34330009.15
2437,35990657.47
2438,40389202.17
2439,37949521.9
2440,44652306.87
2441,42182573.28
2442,39482970.64
2443,41831213.15
2444,42717952.94
2445,39246170.28
2446,52535519.74
2447,51091068.93
2448,48961258.36
2449,44540806.51
2450,51407490.69
2451,46603173.6
2452,61845259.81
2453,34664083.18
2454,40320398.54
2455,40221411.74
2456,49134415.26
2457,45201939.37
2458,44003939.87
2459,37526665.05
2460,47280801.28
2461,44159099.9
2462,47755978.61
2463,44461836.57
2464,61361882.97
2465,45194766.65
2466,43363691.2
2467,46055942.13
2468,40910963.57
2469,43154873.67
2470,61187452.1
2471,57275770.43
2472,59853801.66
2473,45933157.16
2474,45514702.23
2475,63116764.21
2476,45434176.6
2477,41697332.96
2478,49781143.67
2479,39811300.45
2480,36932054.71
2481,41406003.41
2482,39104039.52
2483,37775849.72
2484,39663895.17
2485,37763110.1
2486,44442970.69
2487,68128369.41
2488,45535242.32
2489,45517023.79
2490,42267955.41
2491,34766592.51
2492,46016144.16
2493,41403136.53
2494,48494214.75
2495,39825487.1
2496,63730467.7
2497,53006896.22
2498,38281837.86
2499,34388607.9
2500,39708994.91
2501,47034212.76
2502,50667985.15
2503,45432493.79
2504,52982404.61
2505,57383388.29
2506,54458509.42
2507,60411427.99
2508,54327726.9
2509,51426183.97
2510,50400638.81
2511,44794017.08
2512,54057373.18
2513,58457265.01
2514,48232063.43
2515,40663830.36
2516,46631901.18
2517,41828651.3
2518,44046502.32
2519,56282711.63
2520,56267706.76
2521,51494102.18
2522,58462276.05
2523,38946752.76
2524,42755421.05
2525,41651792.52
2526,41076578.24
2527,35823133.31
2528,36306789.67
2529,39424946.69
2530,37455952.78
2531,56922145.85
2532,57312462.83
2533,55698734.11
2534,54008750.86
2535,70642792.1
2536,59890624.35
2537,50130771.43
2538,47790188.97
2539,45264519.21
2540,45886918.65
2541,48571791.98
2542,48936191.1
2543,43752747.34
2544,37839194.43
2545,44547364.21
2546,43997403.25
2547,42279668.49
2548,55846487.97
2549,48261416.36
2550,133813006.3
2551,40846132.63
2552,36484754.73
2553,38824743.6
2554,43876054.04
2555,35950154.28
2556,36577840.36
2557,39240222.01
2558,68602323.97
2559,47117913.46
2560,45516522.21
2561,41861848.52
2562,46524401.22
2563,47443487.23
2564,53707733.03
2565,39299537.21
2566,52264483.36
2567,46728447.61
2568,48829499.21
2569,49324519.92
2570,41888283.05
2571,51793194.67
2572,42220700.13
2573,57526941.02
2574,60240440.72
2575,43258396.95
2576,50670157.95
2577,55237410.82
2578,36567425.32
2579,30313150.15
2580,56687759.8
2581,43092726.17
2582,41944558.09
2583,59929047.7
2584,46275270.48
2585,50340283.48
2586,50720124.96
2587,51747526
2588,37599154.31
2589,42847009.15
2590,55274381.86
2591,66366172.99
2592,52898078.2
2593,52751011.74
2594,45141938.87
2595,47934050.08
2596,67584352.75
2597,50217016.25
2598,68677726.56
2599,56971302.4
2600,48432420.28
2601,36075643.46
2602,41965737.71
2603,41391702.59
2604,44227466.55
2605,41311754.13
2606,43352275.6
2607,54204080.14
2608,53555871.44
2609,48729701.85
2610,39106836.79
2611,52603192.86
2612,45296463.88
2613,39345194.78
2614,39503907.42
2615,44397800.18
2616,44537366.6
2617,57235256.68
2618,55854186.81
2619,58258508.62
2620,52457947.72
2621,50949093.65
2622,54265342.13
2623,59687891.93
2624,64096436.94
2625,69920021
2626,45974067.9
2627,44200150.21
2628,79242470.03
2629,86899814.61
2630,67997127.54
2631,79269141.14
2632,76280643.42
2633,58398600.31
2634,65629613.38
2635,44450351.74
2636,56587374.31
2637,47190809.06
2638,64533597.22
2639,56443971.73
2640,46014671.29
2641,34777893.93
2642,50784898.07
2643,45209436.63
2644,48575165.71
2645,44029102.02
2646,43621189.16
2647,47989778.76
2648,42935175
2649,45321518.75
2650,39409837.52
2651,47812570.47
2652,72103818.06
2653,51906134.55
2654,54116055.11
2655,64853070.21
2656,65167126.25
2657,66336696.79
2658,63315482.7
2659,64318897.17
2660,66971536.7
2661,60855129.65
2662,62875157.7
2663,59500038.86
2664,54517068.63
2665,59805449.41
2666,58732520.77
2667,47515936.95
2668,48092701.82
2669,46111099.52
2670,65688722.77
2671,48636434.36
2672,47886314.3
2673,52423928.79
2674,52893349.8
2675,43347876.74
2676,50520195.96
2677,56895955.94
2678,63899126.28
2679,60806951.23
2680,64518116.12
2681,83064341.18
2682,75355780.36
2683,87178675.47
2684,70433470.99
2685,71216835.97
2686,58410378.97
2687,55758899.8
2688,49983851.23
2689,44868381.12
2690,73099548.16
2691,51918193.69
2692,43328703.9
2693,48418951.11
2694,42694775.67
2695,53793309.27
2696,51005198.51
2697,54603252.22
2698,56094558.47
2699,49136396.88
2700,44404064.19
2701,45626155.31
2702,39371526.34
2703,45381892.21
2704,43952401.87
2705,40675855.91
2706,38033689.61
2707,39386469.55
2708,41560271.01
2709,40143934.31
2710,40422037.16
2711,71315849.96
2712,79503770.93
2713,42669753.7
2714,42769486.94
2715,54092488.88
2716,41105996.88
2717,51068464.38
2718,50223650.9
2719,46759102.11
2720,49440170.59
2721,42135384.77
2722,54721491.72
2723,43119265.8
2724,40013977.53
2725,43418619.7
2726,42756430.62
2727,50582656.83
2728,45299766.25
2729,47592581.45
2730,46250662.8
2731,38618879.53
2732,40342555.51
2733,49459824.6
2734,51293142.78
2735,46354955.42
2736,51943171.32
2737,39729340.56
2738,49869622.84
2739,45986800.05
2740,42296621.69
2741,46877581.03
2742,50411766.87
2743,48807459.71
2744,44654340.6
2745,44266107
2746,41425283.28
2747,48007343.87
2748,38540238.91
2749,41477109.53
2750,36830142.39
2751,39665872.26
2752,52010838.29
2753,45916362.57
2754,74939003.22
2755,43787584.46
2756,34231697.64
2757,33735990.72
2758,34338377.48
2759,49655023.09
2760,52574442.3
2761,48055051.27
2762,46389169.31
2763,56650739.34
2764,42452541.7
2765,66713021.6
2766,49673813.42
2767,35463422.78
2768,50086619.96
2769,44846487.55
2770,42228933.09
2771,38354340.37
2772,43450333.17
2773,55218044.34
2774,53984041.4
2775,52035452.12
2776,46687862.21
2777,47392419.7
2778,40777990.83
2779,54578191.78
2780,39999580.15
2781,37085121.87
2782,35791192
2783,46308692
2784,39957918.9
2785,50108592.93
2786,31331229.87
2787,42587140.04
2788,36903221.21
2789,58990299.59
2790,43885601
2791,38238225.68
2792,40238399.2
2793,53163221.72
2794,42946607.51
2795,45248330.84
2796,36643886.99
2797,63707900.69
2798,46890033.72
2799,43692275.24
2800,35444196.76
2801,40004066.26
2802,46621113.14
2803,55900865.05
2804,42980909.17
2805,35528302.09
2806,37426568.95
2807,41530479.43
2808,46206122.18
2809,39681502.59
2810,42707967.53
2811,47751893.28
2812,44515710.44
2813,57518322.15
2814,58679586.25
2815,36949148.5
2816,53442107.82
2817,36740467.41
2818,37531557.31
2819,50224282.82
2820,46853012.88
2821,43864407.24
2822,53252855.59
2823,88931370.89
2824,49785149.38
2825,44456509.09
2826,42056947.31
2827,50881499.06
2828,68486221
2829,44079690.49
2830,54600870.49
2831,44918510.7
2832,58743354.99
2833,55124055.44
2834,54063273.61
2835,52514314.93
2836,54716832.31
2837,48306848.61
2838,41275409.96
2839,50286907.69
2840,49446631.09
2841,54327399.42
2842,55928905.75
2843,49726396.04
2844,45479666.92
2845,38397054.39
2846,56580134.67
2847,56098538.09
2848,48791107.05
2849,55336542.64
2850,65788110.04
2851,57626838.49
2852,60161234.7
2853,59466920.26
2854,41180730.2
2855,49303236.01
2856,52340916.15
2857,50726378.37
2858,48999494.44
2859,45763828.18
2860,45571479.95
2861,44740665.79
2862,54336346.8
2863,39985737.47
2864,62552973.18
2865,41087613.82
2866,52912244.62
2867,38143053.16
2868,44609624.45
2869,50893088.47
2870,47208150.86
2871,38995059.2
2872,30337335.24
2873,43114855.35
2874,51227190.54
2875,46875331.56
2876,50697237.12
2877,49044057.69
2878,50064493.08
2879,49128600.69
2880,45419699.8
2881,47285103.52
2882,52324125.85
2883,53947636.27
2884,48317781.81
2885,51133512.57
2886,67196921.52
2887,40649427.25
2888,45286764.26
2889,32708048.94
2890,33760116.88
2891,53063683.01
2892,31481535.55
2893,44968655.67
2894,36617913.45
2895,62012877.57
2896,58007992.95
2897,52278533.82
2898,51332301.54
2899,49266092.73
2900,46336428.73
2901,50922267.5
2902,49509683.47
2903,61426931.6
2904,62254588.71
2905,41913628.64
2906,50516991.14
2907,44066467.25
2908,38620058.74
2909,50674584.18
2910,35105663.52
2911,41958653.74
2912,45992622.02
2913,42268063.25
2914,41705421.37
2915,41660022.44
2916,41879818.11
2917,48020179.56
2918,40681283.35
2919,60206024.76
